x	y
0.040	0.102
0.040	0.103
0.040	0.103
0.040	0.103
0.040	0.104
0.040	0.104
0.040	0.105
0.040	0.105
0.040	0.105
0.040	0.105
0.040	0.106
0.040	0.106
0.040	0.106
0.040	0.107
0.040	0.107
0.040	0.107
0.040	0.108
0.040	0.108
0.040	0.109
0.040	0.109
0.040	0.109
0.040	0.110
0.040	0.110
0.040	0.110
0.040	0.110
0.040	0.111
0.040	0.111
0.040	0.111
0.040	0.111
0.040	0.112
0.040	0.112
0.040	0.112
0.040	0.112
0.040	0.113
0.040	0.113
0.040	0.113
0.040	0.113
0.040	0.114
0.040	0.114
0.040	0.115
0.040	0.115
0.040	0.115
0.040	0.115
0.040	0.115
0.040	0.116
0.040	0.116
0.040	0.117
0.040	0.117
0.040	0.117
0.040	0.117
0.040	0.118
0.040	0.118
0.040	0.118
0.040	0.119
0.040	0.119
0.040	0.119
0.040	0.119
0.040	0.120
0.040	0.120
0.040	0.120
0.040	0.120
0.040	0.121
0.040	0.121
0.040	0.121
0.040	0.121
0.040	0.122
0.040	0.122
0.040	0.123
0.040	0.123
0.040	0.123
0.040	0.123
0.040	0.124
0.040	0.124
0.040	0.125
0.040	0.125
0.040	0.125
0.040	0.126
0.040	0.126
0.040	0.127
0.040	0.127
0.040	0.127
0.040	0.128
0.040	0.128
0.040	0.128
0.040	0.129
0.040	0.129
0.040	0.129
0.040	0.130
0.040	0.130
0.040	0.131
0.040	0.131
0.040	0.131
0.040	0.132
0.040	0.132
0.040	0.133
0.040	0.133
0.040	0.133
0.040	0.133
0.040	0.134
0.040	0.134
0.040	0.135
0.040	0.135
0.040	0.136
0.040	0.136
0.040	0.136
0.040	0.137
0.040	0.137
0.040	0.138
0.040	0.138
0.040	0.139
0.040	0.139
0.040	0.140
0.040	0.140
0.040	0.140
0.040	0.140
0.040	0.141
0.040	0.141
0.040	0.141
0.040	0.142
0.040	0.142
0.040	0.143
0.040	0.143
0.040	0.143
0.040	0.144
0.040	0.144
0.040	0.144
0.040	0.145
0.040	0.145
0.040	0.145
0.040	0.146
0.040	0.146
0.040	0.146
0.040	0.147
0.040	0.147
0.040	0.148
0.040	0.148
0.040	0.149
0.040	0.149
0.040	0.149
0.040	0.150
0.040	0.150
0.040	0.151
0.040	0.151
0.040	0.152
0.040	0.152
0.040	0.153
0.040	0.153
0.040	0.154
0.040	0.155
0.040	0.155
0.040	0.155
0.040	0.156
0.040	0.156
0.040	0.157
0.040	0.157
0.040	0.158
0.040	0.158
0.040	0.159
0.040	0.159
0.040	0.159
0.040	0.159
0.040	0.160
0.040	0.160
0.040	0.161
0.040	0.161
0.040	0.162
0.040	0.162
0.040	0.163
0.040	0.163
0.040	0.163
0.040	0.164
0.040	0.164
0.040	0.165
0.040	0.165
0.040	0.166
0.040	0.167
0.040	0.167
0.040	0.168
0.040	0.168
0.040	0.169
0.040	0.169
0.040	0.170
0.040	0.171
0.040	0.171
0.040	0.171
0.040	0.172
0.040	0.172
0.040	0.173
0.040	0.173
0.040	0.174
0.040	0.175
0.040	0.175
0.040	0.175
0.040	0.176
0.040	0.177
0.040	0.178
0.040	0.178
0.040	0.179
0.040	0.179
0.040	0.180
0.040	0.180
0.040	0.181
0.040	0.182
0.040	0.182
0.040	0.182
0.040	0.183
0.040	0.183
0.040	0.184
0.040	0.184
0.040	0.185
0.040	0.185
0.040	0.186
0.040	0.186
0.040	0.186
0.040	0.187
0.040	0.187
0.040	0.187
0.040	0.188
0.040	0.188
0.040	0.189
0.040	0.189
0.040	0.190
0.040	0.190
0.040	0.190
0.040	0.191
0.040	0.191
0.040	0.192
0.040	0.192
0.040	0.193
0.040	0.194
0.040	0.194
0.047	0.194
0.047	0.195
0.047	0.196
0.047	0.196
0.047	0.196
0.047	0.197
0.047	0.197
0.047	0.198
0.047	0.199
0.047	0.199
0.047	0.200
0.047	0.200
0.047	0.201
0.047	0.202
0.047	0.202
0.047	0.203
0.047	0.204
0.047	0.205
0.047	0.206
0.047	0.206
0.047	0.207
0.047	0.207
0.047	0.207
0.047	0.208
0.047	0.208
0.047	0.209
0.047	0.209
0.047	0.210
0.047	0.210
0.047	0.211
0.047	0.212
0.047	0.213
0.047	0.213
0.047	0.214
0.047	0.214
0.047	0.215
0.047	0.216
0.047	0.217
0.047	0.217
0.047	0.218
0.047	0.219
0.047	0.219
0.047	0.220
0.047	0.220
0.047	0.221
0.047	0.222
0.047	0.223
0.047	0.223
0.047	0.224
0.047	0.224
0.047	0.225
0.047	0.226
0.047	0.227
0.047	0.227
0.047	0.228
0.047	0.229
0.047	0.229
0.047	0.229
0.047	0.230
0.047	0.230
0.047	0.231
0.047	0.231
0.047	0.232
0.047	0.233
0.047	0.234
0.047	0.234
0.047	0.235
0.047	0.236
0.047	0.237
0.047	0.237
0.047	0.238
0.047	0.238
0.047	0.239
0.047	0.240
0.047	0.240
0.047	0.241
0.047	0.241
0.047	0.242
0.047	0.242
0.047	0.243
0.047	0.243
0.047	0.244
0.047	0.244
0.047	0.245
0.047	0.246
0.047	0.247
0.047	0.247
0.047	0.248
0.047	0.248
0.047	0.249
0.047	0.249
0.047	0.250
0.047	0.251
0.047	0.252
0.047	0.252
0.047	0.253
0.047	0.254
0.047	0.254
0.047	0.255
0.047	0.255
0.047	0.256
0.054	0.257
0.054	0.257
0.068	0.258
0.068	0.259
0.068	0.260
0.068	0.260
0.068	0.261
0.068	0.261
0.068	0.262
0.068	0.262
0.068	0.263
0.068	0.264
0.068	0.265
0.068	0.265
0.068	0.265
0.068	0.266
0.068	0.267
0.068	0.268
0.068	0.268
0.068	0.269
0.068	0.270
0.068	0.271
0.068	0.271
0.068	0.272
0.068	0.273
0.068	0.273
0.068	0.274
0.068	0.275
0.068	0.275
0.068	0.276
0.068	0.277
0.068	0.277
0.068	0.278
0.068	0.279
0.068	0.280
0.068	0.281
0.068	0.282
0.068	0.283
0.068	0.284
0.068	0.285
0.068	0.285
0.068	0.286
0.068	0.286
0.068	0.287
0.068	0.288
0.068	0.289
0.068	0.290
0.068	0.291
0.068	0.291
0.068	0.293
0.068	0.293
0.068	0.294
0.068	0.295
0.068	0.295
0.068	0.296
0.068	0.296
0.068	0.298
0.068	0.298
0.068	0.299
0.068	0.300
0.068	0.300
0.068	0.302
0.068	0.302
0.074	0.303
0.074	0.304
0.074	0.305
0.074	0.305
0.074	0.306
0.074	0.307
0.074	0.308
0.074	0.309
0.074	0.310
0.074	0.310
0.074	0.312
0.074	0.312
0.074	0.313
0.074	0.313
0.074	0.314
0.074	0.315
0.074	0.316
0.074	0.316
0.074	0.317
0.074	0.318
0.074	0.319
0.074	0.320
0.074	0.321
0.074	0.322
0.074	0.322
0.074	0.323
0.074	0.324
0.074	0.325
0.074	0.326
0.074	0.327
0.074	0.327
0.074	0.328
0.074	0.329
0.074	0.330
0.074	0.331
0.074	0.332
0.074	0.332
0.074	0.332
0.074	0.333
0.074	0.333
0.074	0.334
0.074	0.335
0.074	0.336
0.074	0.337
0.074	0.337
0.074	0.338
0.074	0.339
0.074	0.340
0.074	0.341
0.074	0.341
0.074	0.342
0.074	0.343
0.074	0.343
0.074	0.344
0.074	0.344
0.074	0.346
0.074	0.347
0.074	0.348
0.074	0.349
0.074	0.349
0.074	0.350
0.081	0.351
0.081	0.352
0.081	0.353
0.081	0.354
0.081	0.356
0.081	0.357
0.081	0.357
0.081	0.358
0.081	0.360
0.088	0.360
0.088	0.361
0.088	0.362
0.088	0.363
0.088	0.364
0.088	0.365
0.088	0.366
0.088	0.367
0.088	0.367
0.088	0.368
0.088	0.369
0.088	0.369
0.088	0.370
0.088	0.372
0.088	0.372
0.088	0.374
0.088	0.374
0.088	0.375
0.088	0.377
0.088	0.377
0.088	0.378
0.088	0.379
0.088	0.380
0.088	0.381
0.088	0.382
0.088	0.382
0.088	0.384
0.088	0.384
0.088	0.385
0.088	0.386
0.088	0.387
0.088	0.388
0.088	0.389
0.088	0.390
0.088	0.391
0.088	0.392
0.088	0.393
0.095	0.394
0.095	0.395
0.095	0.396
0.095	0.397
0.095	0.398
0.095	0.398
0.095	0.400
0.095	0.400
0.095	0.401
0.095	0.402
0.095	0.402
0.095	0.404
0.095	0.405
0.095	0.406
0.102	0.407
0.102	0.407
0.102	0.409
0.102	0.410
0.102	0.410
0.102	0.411
0.102	0.412
0.102	0.413
0.102	0.414
0.102	0.415
0.102	0.416
0.102	0.416
0.102	0.417
0.102	0.419
0.102	0.420
0.102	0.420
0.102	0.421
0.102	0.422
0.102	0.423
0.102	0.424
0.102	0.426
0.102	0.427
0.102	0.428
0.102	0.429
0.102	0.430
0.102	0.431
0.102	0.432
0.102	0.433
0.102	0.434
0.108	0.435
0.108	0.436
0.108	0.437
0.108	0.438
0.108	0.439
0.108	0.440
0.108	0.442
0.108	0.442
0.108	0.443
0.108	0.445
0.108	0.446
0.108	0.447
0.108	0.448
0.108	0.450
0.108	0.451
0.108	0.452
0.108	0.453
0.108	0.453
0.108	0.454
0.108	0.456
0.108	0.457
0.108	0.458
0.108	0.459
0.108	0.460
0.108	0.462
0.108	0.462
0.108	0.463
0.108	0.464
0.108	0.465
0.108	0.466
0.108	0.467
0.108	0.469
0.108	0.470
0.108	0.471
0.108	0.472
0.108	0.472
0.108	0.474
0.108	0.475
0.108	0.476
0.108	0.477
0.108	0.478
0.108	0.479
0.108	0.480
0.108	0.481
0.108	0.482
0.115	0.483
0.115	0.484
0.115	0.486
0.115	0.486
0.115	0.487
0.115	0.488
0.115	0.489
0.115	0.491
0.115	0.492
0.115	0.493
0.115	0.494
0.115	0.495
0.122	0.497
0.122	0.498
0.122	0.5
0.122	0.500
0.122	0.502
0.122	0.503
0.122	0.504
0.122	0.505
0.122	0.507
0.122	0.508
0.122	0.510
0.129	0.511
0.129	0.512
0.129	0.513
0.129	0.515
0.136	0.516
0.142	0.517
0.142	0.519
0.149	0.520
0.149	0.521
0.149	0.523
0.149	0.525
0.149	0.526
0.149	0.528
0.149	0.529
0.149	0.530
0.149	0.531
0.156	0.533
0.156	0.534
0.156	0.535
0.156	0.536
0.156	0.537
0.156	0.538
0.156	0.539
0.156	0.540
0.156	0.541
0.163	0.542
0.163	0.543
0.163	0.544
0.163	0.545
0.163	0.546
0.163	0.547
0.163	0.548
0.163	0.549
0.163	0.551
0.163	0.552
0.163	0.553
0.163	0.554
0.163	0.555
0.163	0.555
0.170	0.556
0.170	0.557
0.170	0.558
0.170	0.560
0.170	0.561
0.170	0.562
0.170	0.564
0.170	0.565
0.170	0.566
0.170	0.567
0.170	0.569
0.170	0.570
0.183	0.571
0.183	0.572
0.183	0.573
0.183	0.574
0.183	0.575
0.183	0.577
0.183	0.578
0.183	0.580
0.183	0.581
0.183	0.582
0.183	0.583
0.183	0.585
0.190	0.586
0.197	0.588
0.197	0.589
0.204	0.590
0.204	0.591
0.210	0.592
0.210	0.593
0.210	0.594
0.210	0.595
0.210	0.596
0.210	0.597
0.217	0.598
0.217	0.599
0.217	0.600
0.217	0.601
0.217	0.602
0.217	0.603
0.217	0.605
0.217	0.606
0.217	0.607
0.217	0.608
0.217	0.609
0.217	0.610
0.217	0.612
0.217	0.612
0.217	0.614
0.217	0.615
0.217	0.616
0.217	0.617
0.217	0.618
0.224	0.619
0.224	0.620
0.224	0.622
0.224	0.624
0.231	0.625
0.231	0.627
0.231	0.628
0.231	0.629
0.231	0.630
0.231	0.632
0.231	0.632
0.231	0.633
0.231	0.634
0.238	0.636
0.238	0.637
0.238	0.638
0.238	0.639
0.238	0.640
0.238	0.641
0.238	0.643
0.238	0.644
0.238	0.645
0.244	0.646
0.244	0.647
0.244	0.648
0.244	0.650
0.244	0.651
0.244	0.653
0.244	0.654
0.244	0.655
0.244	0.657
0.244	0.657
0.244	0.658
0.244	0.660
0.244	0.661
0.244	0.661
0.244	0.662
0.244	0.663
0.244	0.664
0.244	0.666
0.244	0.667
0.244	0.669
0.244	0.670
0.244	0.672
0.244	0.674
0.244	0.675
0.244	0.676
0.244	0.677
0.244	0.678
0.244	0.679
0.244	0.680
0.251	0.682
0.258	0.683
0.258	0.685
0.258	0.686
0.258	0.688
0.258	0.689
0.258	0.690
0.258	0.691
0.258	0.693
0.258	0.694
0.265	0.695
0.265	0.696
0.265	0.698
0.278	0.699
0.278	0.700
0.278	0.701
0.278	0.702
0.278	0.704
0.278	0.705
0.278	0.706
0.278	0.708
0.278	0.709
0.285	0.710
0.285	0.711
0.285	0.712
0.285	0.714
0.285	0.716
0.285	0.717
0.285	0.718
0.285	0.719
0.285	0.720
0.285	0.722
0.292	0.724
0.292	0.725
0.292	0.726
0.292	0.728
0.299	0.729
0.306	0.730
0.312	0.731
0.326	0.732
0.326	0.734
0.326	0.735
0.326	0.736
0.333	0.737
0.333	0.738
0.333	0.739
0.333	0.740
0.333	0.741
0.333	0.742
0.333	0.744
0.333	0.745
0.333	0.746
0.333	0.747
0.333	0.749
0.333	0.750
0.333	0.751
0.333	0.753
0.333	0.754
0.333	0.755
0.333	0.757
0.333	0.758
0.333	0.759
0.346	0.760
0.346	0.761
0.353	0.762
0.353	0.763
0.353	0.765
0.353	0.765
0.367	0.767
0.367	0.768
0.367	0.770
0.367	0.770
0.367	0.772
0.367	0.774
0.367	0.775
0.367	0.776
0.367	0.777
0.367	0.778
0.367	0.779
0.367	0.781
0.367	0.781
0.374	0.782
0.374	0.783
0.374	0.785
0.380	0.786
0.380	0.787
0.380	0.789
0.380	0.790
0.380	0.791
0.380	0.793
0.387	0.794
0.387	0.795
0.387	0.796
0.387	0.797
0.387	0.798
0.387	0.799
0.394	0.800
0.401	0.801
0.414	0.802
0.421	0.803
0.421	0.805
0.421	0.806
0.435	0.807
0.448	0.808
0.448	0.809
0.455	0.810
0.455	0.812
0.455	0.813
0.455	0.814
0.462	0.815
0.462	0.816
0.462	0.817
0.469	0.817
0.469	0.819
0.469	0.820
0.469	0.821
0.469	0.822
0.469	0.823
0.476	0.825
0.482	0.826
0.489	0.827
0.489	0.828
0.489	0.830
0.496	0.831
0.503	0.832
0.503	0.833
0.503	0.834
0.503	0.836
0.503	0.837
0.503	0.838
0.503	0.839
0.503	0.841
0.503	0.842
0.503	0.843
0.517	0.845
0.517	0.846
0.523	0.847
0.523	0.849
0.523	0.850
0.530	0.851
0.530	0.852
0.544	0.852
0.551	0.854
0.551	0.855
0.564	0.857
0.564	0.858
0.564	0.859
0.564	0.861
0.571	0.862
0.585	0.864
0.585	0.865
0.585	0.865
0.585	0.867
0.585	0.868
0.585	0.869
0.585	0.870
0.585	0.872
0.585	0.873
0.591	0.874
0.591	0.875
0.598	0.876
0.598	0.878
0.605	0.879
0.612	0.880
0.612	0.881
0.612	0.882
0.612	0.883
0.612	0.884
0.612	0.886
0.619	0.887
0.625	0.888
0.625	0.888
0.625	0.890
0.625	0.891
0.625	0.892
0.625	0.893
0.625	0.894
0.632	0.896
0.632	0.897
0.632	0.898
0.639	0.899
0.639	0.899
0.639	0.900
0.646	0.902
0.646	0.903
0.653	0.904
0.659	0.905
0.673	0.906
0.680	0.908
0.680	0.909
0.700	0.910
0.700	0.911
0.700	0.912
0.721	0.913
0.721	0.914
0.721	0.916
0.721	0.917
0.721	0.919
0.721	0.920
0.721	0.921
0.721	0.922
0.721	0.924
0.727	0.926
0.727	0.927
0.727	0.929
0.734	0.930
0.741	0.932
0.741	0.934
0.748	0.935
0.748	0.936
0.748	0.937
0.748	0.939
0.748	0.940
0.748	0.942
0.748	0.944
0.748	0.945
0.748	0.946
0.761	0.948
0.761	0.950
0.761	0.951
0.761	0.953
0.761	0.954
0.768	0.956
0.782	0.958
0.789	0.960
0.802	0.962
0.802	0.963
0.809	0.965
0.816	0.967
0.816	0.969
0.829	0.970
0.836	0.972
0.857	0.974
0.877	0.976
0.877	0.978
0.884	0.980
0.911	0.981
0.911	0.983
0.911	0.984
0.925	0.985
0.938	0.987
0.945	0.988
0.945	0.989
0.952	0.990
0.972	0.991
0.972	0.993
0.979	0.994
0.993	0.995
0.993	0.997
1	0.998
1	0.998
1	0.999
1	0.999
1	0.999
1	0.999
1	0.999
1	1
